discipline,primary_reason,learner_type,expected_hours_week,LoE_DI,age_DI,nevents,explored,grade_reqs,nforum_posts,course_length,ndays_act,completed_%,grade
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,124,0.0,,0.116
2.0,6.0,3.0,3.0,8.0,0.0,114.0,0,0,11.0,98,8.0,,0.252
5.0,9.0,3.0,4.0,2.0,2.0,138.0,0,1,1.0,55,9.0,0.0,0.833
8.0,0.0,0.0,0.0,0.0,0.0,1117.0,0,0,0.0,63,28.0,,0.986
8.0,6.0,4.0,4.0,3.0,2.0,1.0,0,0,0.0,70,2.0,0.0,0.196
8.0,6.0,4.0,3.0,3.0,3.0,0.0,0,0,6.0,71,0.0,0.0,0.5
8.0,0.0,0.0,0.0,0.0,0.0,552.0,0,1,0.0,63,23.0,,0.907
9.0,0.0,0.0,0.0,0.0,0.0,90.0,0,1,0.0,48,8.0,,0.061
8.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0.0,50,6.0,,0.103
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,63,15.0,,0.136
2.0,6.0,1.0,3.0,3.0,2.0,178.0,0,0,0.0,53,9.0,0.0,0.267
2.0,0.0,0.0,0.0,0.0,0.0,2329.0,1,1,5.0,35,8.0,,0.947
8.0,6.0,3.0,2.0,3.0,2.0,34.0,0,0,0.0,55,1.0,0.0,0.107
2.0,8.0,4.0,3.0,3.0,3.0,190.0,0,1,1.0,33,5.0,0.0,0.383
7.0,5.0,4.0,3.0,2.0,2.0,0.0,0,0,1.0,30,0.0,0.0,0.933
8.0,6.0,1.0,2.0,7.0,3.0,0.0,0,0,2.0,70,0.0,0.0,0.196
9.0,0.0,0.0,0.0,0.0,0.0,3468.0,0,1,3.0,48,10.0,,0.267
2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,165,0.0,,0.771
4.0,6.0,4.0,3.0,8.0,2.0,0.0,0,0,0.0,41,0.0,0.0,0.678
4.0,6.0,4.0,3.0,2.0,2.0,327.0,0,0,0.0,39,11.0,0.0,0.065
4.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,1.0,39,1.0,,0.065
7.0,0.0,0.0,0.0,0.0,0.0,455.0,0,1,0.0,55,1.0,,0.203
4.0,6.0,4.0,3.0,3.0,2.0,0.0,0,0,19.0,35,0.0,0.0,1.0
2.0,6.0,6.0,2.0,3.0,1.0,3.0,0,0,8.0,54,1.0,0.0,0.81
2.0,0.0,0.0,0.0,0.0,0.0,2207.0,1,1,0.0,363,11.0,,0.392
2.0,2.0,5.0,3.0,8.0,1.0,237.0,0,1,6.0,55,11.0,0.0,0.909
8.0,0.0,0.0,0.0,0.0,0.0,1486.0,0,1,1.0,63,45.0,,0.993
2.0,6.0,4.0,4.0,2.0,0.0,96.0,0,1,4.0,33,6.0,,0.547
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,317,0.0,,0.983
2.0,6.0,1.0,2.0,8.0,2.0,37.0,0,1,1.0,33,3.0,0.125,0.119
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.0,43,4.0,,0.469
1.0,6.0,6.0,4.0,2.0,3.0,0.0,0,0,0.0,42,0.0,0.0,0.03
6.0,2.0,6.0,1.0,3.0,2.0,0.0,0,0,2.0,27,0.0,0.0,0.267
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1.0,60,1.0,,0.184
7.0,0.0,0.0,0.0,0.0,0.0,3973.0,1,1,0.0,48,3.0,,0.8
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,63,11.0,,0.129
9.0,0.0,0.0,0.0,0.0,0.0,1490.0,1,1,0.0,48,37.0,,0.956
5.0,0.0,0.0,0.0,0.0,0.0,316.0,1,1,0.0,91,3.0,,0.051
2.0,6.0,4.0,3.0,3.0,2.0,105.0,0,0,5.0,61,3.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,555.0,1,1,1.0,35,0.0,,0.247
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,90,0.0,,0.262
9.0,0.0,0.0,0.0,0.0,0.0,124.0,0,1,0.0,48,14.0,,0.85
9.0,6.0,4.0,3.0,2.0,1.0,2.0,0,0,0.0,81,1.0,0.0,0.6
8.0,0.0,0.0,0.0,0.0,0.0,178.0,0,0,0.0,55,10.0,,0.839
8.0,6.0,2.0,3.0,1.0,2.0,251.0,0,0,0.0,55,15.0,0.0,0.893
9.0,0.0,0.0,0.0,0.0,0.0,222.0,0,1,1.0,48,7.0,,0.088
4.0,9.0,6.0,5.0,5.0,3.0,73.0,0,0,0.0,168,2.0,0.5,0.007
5.0,0.0,0.0,0.0,0.0,0.0,235.0,1,1,0.0,91,0.0,,0.066
2.0,0.0,0.0,0.0,0.0,0.0,847.0,1,1,0.0,392,0.0,,0.96
8.0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,0.0,50,4.0,,0.026
6.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0.0,42,9.0,,0.667
5.0,0.0,0.0,0.0,0.0,0.0,211.0,0,1,0.0,146,7.0,,0.545
2.0,5.0,1.0,3.0,2.0,1.0,0.0,0,0,0.0,54,0.0,0.0,0.103
5.0,0.0,0.0,0.0,0.0,0.0,381.0,1,1,0.0,91,2.0,0.0,0.076
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,42,4.0,,0.03
9.0,6.0,5.0,2.0,3.0,1.0,0.0,0,0,0.0,34,0.0,0.0,0.133
2.0,2.0,6.0,2.0,2.0,1.0,154.0,0,1,0.0,56,1.0,0.0,0.138
4.0,3.0,4.0,3.0,3.0,2.0,346.0,0,0,7.0,39,12.0,0.0,0.065
8.0,0.0,0.0,0.0,0.0,0.0,1917.0,0,1,0.0,63,24.0,,0.871
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,63,0.0,,0.106
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.0,27,8.0,,0.744
3.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0.0,55,3.0,,0.062
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,46,0.0,,0.9
8.0,6.0,4.0,5.0,8.0,1.0,0.0,0,0,1.0,55,0.0,0.0,0.01
9.0,0.0,0.0,0.0,0.0,0.0,2188.0,1,1,10.0,48,0.0,,0.867
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,90,0.0,,0.622
5.0,0.0,0.0,0.0,0.0,0.0,297.0,0,1,1.0,47,4.0,,0.429
2.0,6.0,4.0,5.0,7.0,0.0,0.0,0,0,2.0,109,0.0,,0.391
7.0,0.0,1.0,3.0,2.0,1.0,0.0,0,0,3.0,49,0.0,0.0,0.465
9.0,0.0,0.0,0.0,0.0,0.0,209.0,0,1,0.0,48,8.0,,0.796
8.0,0.0,0.0,0.0,0.0,0.0,58.0,0,0,1.0,63,7.0,,0.086
8.0,0.0,0.0,0.0,0.0,0.0,2433.0,0,1,0.0,63,13.0,,0.964
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,66,1.0,,0.048
7.0,4.0,1.0,3.0,6.0,1.0,890.0,0,1,7.0,60,19.0,0.0,1.0
2.0,3.0,6.0,3.0,7.0,1.0,0.0,0,0,0.0,53,0.0,0.027,0.612
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,77,0.0,,0.721
1.0,0.0,0.0,0.0,0.0,0.0,1381.0,0,1,1.0,35,5.0,,0.122
2.0,3.0,5.0,3.0,5.0,0.0,37.0,0,0,0.0,98,1.0,,0.026
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,63,0.0,,0.113
1.0,2.0,4.0,2.0,3.0,2.0,0.0,0,0,3.0,35,0.0,0.0,0.22
8.0,6.0,1.0,3.0,5.0,3.0,0.0,0,0,2.0,71,0.0,0.0,0.98
7.0,6.0,4.0,6.0,2.0,3.0,0.0,0,0,9.0,63,0.0,0.0,0.781
2.0,0.0,0.0,0.0,0.0,0.0,162.0,1,1,0.0,363,1.0,,0.023
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.0,55,4.0,,0.219
5.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0.0,133,1.0,0.026,0.185
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,35,0.0,,0.412
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,66,0.0,,0.891
9.0,0.0,0.0,0.0,0.0,0.0,364.0,0,1,0.0,48,2.0,,0.267
8.0,0.0,0.0,0.0,0.0,0.0,1637.0,0,1,0.0,63,8.0,,0.707
9.0,9.0,4.0,3.0,3.0,3.0,0.0,0,0,5.0,81,0.0,0.0,0.6
2.0,3.0,4.0,3.0,2.0,1.0,204.0,0,1,1.0,33,4.0,0.0,0.364
8.0,0.0,0.0,0.0,0.0,0.0,221.0,0,0,0.0,50,18.0,,0.179
8.0,6.0,2.0,1.0,2.0,2.0,44.0,0,0,0.0,55,5.0,0.0,0.089
2.0,3.0,4.0,3.0,2.0,1.0,0.0,0,0,1.0,63,0.0,0.0,0.845
5.0,0.0,0.0,0.0,0.0,0.0,1280.0,1,1,4.0,47,3.0,,0.571
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,81,0.0,,0.992
5.0,0.0,0.0,0.0,0.0,0.0,1123.0,0,1,3.0,47,0.0,,0.5
8.0,0.0,0.0,0.0,0.0,0.0,1499.0,0,1,0.0,63,7.0,,0.979
8.0,0.0,0.0,0.0,0.0,0.0,6521.0,0,1,1.0,63,29.0,,1.0
2.0,0.0,0.0,0.0,0.0,0.0,49.0,0,1,0.0,33,5.0,0.077,0.156
8.0,0.0,0.0,0.0,0.0,0.0,1058.0,0,1,0.0,63,22.0,,0.986
2.0,6.0,6.0,4.0,5.0,0.0,0.0,0,0,3.0,89,0.0,,0.12
2.0,8.0,5.0,3.0,3.0,1.0,0.0,0,0,0.0,63,0.0,0.0,0.912
7.0,0.0,0.0,0.0,0.0,0.0,39.0,0,1,0.0,60,2.0,0.0,0.103
4.0,5.0,5.0,3.0,3.0,1.0,0.0,0,0,0.0,42,0.0,0.0,0.828
2.0,9.0,2.0,2.0,7.0,0.0,566.0,0,1,32.0,98,4.0,,0.909
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,124,0.0,,0.733
4.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,55,1.0,,0.017
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,54,0.0,,0.987
9.0,0.0,0.0,0.0,0.0,0.0,111.0,0,0,2.0,48,6.0,,0.087
9.0,0.0,0.0,0.0,0.0,0.0,538.0,0,1,3.0,48,20.0,,0.918
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0,41,4.0,,0.675
6.0,0.0,0.0,0.0,0.0,0.0,179.0,0,0,0.0,27,12.0,,0.089
8.0,0.0,0.0,0.0,0.0,0.0,829.0,0,1,0.0,63,0.0,,0.964
1.0,3.0,4.0,3.0,3.0,1.0,128.0,0,0,1.0,35,8.0,0.067,0.927
2.0,8.0,6.0,2.0,7.0,1.0,0.0,0,0,0.0,123,0.0,0.0,0.202
3.0,3.0,4.0,3.0,2.0,2.0,170.0,0,0,8.0,62,7.0,0.0,0.958
2.0,0.0,0.0,0.0,0.0,0.0,70.0,0,1,1.0,33,2.0,0.0,0.062
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,49,1.0,,0.792
2.0,0.0,0.0,0.0,0.0,0.0,1116.0,1,1,9.0,35,7.0,,0.981
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,63,0.0,,0.919
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,161,0.0,,0.939
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,146,0.0,0.0,0.052
2.0,3.0,5.0,3.0,7.0,1.0,128.0,0,0,0.0,53,2.0,0.0,0.283
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,77,0.0,,0.18
8.0,6.0,2.0,2.0,8.0,2.0,277.0,0,0,0.0,55,10.0,0.0,1.0
2.0,6.0,4.0,3.0,1.0,1.0,0.0,0,0,0.0,196,0.0,0.0,0.117
4.0,0.0,0.0,0.0,0.0,0.0,22135.0,0,1,0.0,42,7.0,,0.25
4.0,8.0,1.0,3.0,8.0,3.0,0.0,0,0,0.0,58,0.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,93.0,0,0,0.0,63,1.0,,0.106
4.0,6.0,4.0,3.0,3.0,1.0,0.0,0,0,1.0,46,0.0,0.0,0.317
9.0,0.0,0.0,0.0,0.0,0.0,331.0,0,1,1.0,48,18.0,,0.959
2.0,0.0,0.0,0.0,0.0,0.0,61.0,0,0,0.0,46,1.0,,0.043
8.0,0.0,0.0,0.0,0.0,0.0,72.0,0,0,0.0,50,8.0,,0.154
2.0,6.0,4.0,2.0,2.0,1.0,0.0,0,1,1.0,33,0.0,0.0,0.062
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,42,0.0,,0.224
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,66,1.0,,0.83
2.0,0.0,0.0,0.0,0.0,0.0,68.0,0,1,0.0,63,2.0,,0.1
2.0,0.0,0.0,0.0,0.0,0.0,1534.0,1,1,0.0,363,6.0,,0.401
4.0,0.0,0.0,0.0,0.0,0.0,7.0,0,1,0.0,42,2.0,,0.861
2.0,0.0,0.0,0.0,0.0,0.0,441.0,1,1,0.0,363,11.0,,0.284
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,67,0.0,,0.219
8.0,0.0,0.0,0.0,0.0,0.0,387.0,0,1,0.0,63,5.0,,0.136
5.0,6.0,2.0,2.0,7.0,1.0,81.0,0,1,0.0,55,4.0,0.053,0.267
4.0,6.0,4.0,2.0,5.0,2.0,0.0,0,0,2.0,49,0.0,0.0,0.038
7.0,3.0,3.0,3.0,2.0,2.0,87.0,0,0,5.0,317,9.0,0.0,0.508
2.0,6.0,1.0,3.0,3.0,2.0,0.0,0,0,2.0,84,0.0,0.0,0.97
8.0,0.0,0.0,0.0,0.0,0.0,442.0,0,0,0.0,50,28.0,,0.564
5.0,0.0,0.0,0.0,0.0,0.0,547.0,1,1,0.0,146,27.0,,0.273
10.0,6.0,1.0,2.0,2.0,3.0,0.0,0,0,0.0,43,0.0,0.0,1.0
4.0,0.0,0.0,0.0,3.0,2.0,0.0,0,0,0.0,77,0.0,0.0,0.786
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,35,0.0,,0.086
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,124,0.0,,0.238
2.0,0.0,0.0,0.0,0.0,0.0,62.0,0,1,0.0,33,6.0,0.0,0.978
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,27,3.0,,0.137
8.0,6.0,1.0,2.0,2.0,2.0,0.0,0,0,2.0,70,0.0,0.0,0.196
9.0,0.0,0.0,0.0,0.0,0.0,5193.0,1,1,7.0,48,17.0,,0.933
2.0,0.0,0.0,0.0,0.0,0.0,49.0,0,1,1.0,33,5.0,0.0,0.118
4.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0.0,49,4.0,,0.154
7.0,6.0,3.0,1.0,2.0,1.0,168.0,0,0,0.0,50,10.0,0.0,1.0
2.0,3.0,4.0,5.0,8.0,1.0,0.0,0,0,0.0,63,0.0,0.0,0.113
9.0,0.0,0.0,0.0,0.0,0.0,16.0,0,1,0.0,48,8.0,,0.035
7.0,1.0,4.0,6.0,3.0,2.0,0.0,0,0,3.0,56,0.0,0.0,0.053
9.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,34,0.0,,0.167
4.0,1.0,2.0,2.0,2.0,2.0,105.0,0,0,11.0,16,3.0,0.0,1.0
8.0,6.0,4.0,3.0,2.0,2.0,2.0,0,0,0.0,57,2.0,0.0,0.114
5.0,6.0,4.0,4.0,2.0,1.0,50.0,0,1,0.0,21,7.0,0.0,0.9
2.0,3.0,4.0,4.0,2.0,2.0,114.0,0,0,0.0,53,11.0,0.0,0.599
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,70,0.0,,0.667
8.0,0.0,0.0,0.0,0.0,0.0,202.0,0,0,0.0,50,25.0,,0.205
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,66,2.0,,0.286
5.0,3.0,5.0,6.0,3.0,2.0,0.0,1,1,0.0,146,0.0,0.0,0.089
2.0,2.0,1.0,4.0,2.0,1.0,85.0,0,1,2.0,33,5.0,0.457,0.539
2.0,8.0,4.0,2.0,3.0,2.0,151.0,0,1,1.0,33,2.0,0.0,0.188
4.0,3.0,4.0,3.0,8.0,1.0,0.0,0,0,0.0,58,0.0,0.0,0.5
5.0,0.0,0.0,0.0,0.0,0.0,352.0,1,1,0.0,91,5.0,,0.036
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,55,6.0,,0.65
2.0,0.0,0.0,0.0,0.0,0.0,3496.0,1,1,8.0,35,11.0,,0.957
5.0,2.0,1.0,3.0,7.0,2.0,0.0,0,0,0.0,20,0.0,0.0,0.575
8.0,10.0,4.0,3.0,7.0,1.0,0.0,0,0,5.0,112,0.0,0.0,0.617
7.0,6.0,1.0,3.0,2.0,2.0,0.0,0,0,0.0,56,0.0,0.0,0.046
6.0,6.0,2.0,2.0,3.0,2.0,0.0,0,1,0.0,27,0.0,0.0,0.867
8.0,0.0,0.0,0.0,0.0,0.0,118.0,0,0,0.0,50,8.0,,0.205
8.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,30.0,70,1.0,,1.0
5.0,4.0,6.0,3.0,8.0,3.0,186.0,1,1,0.0,146,5.0,0.0,0.13
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,42,0.0,,0.98
2.0,0.0,0.0,0.0,0.0,0.0,13.0,0,1,1.0,55,3.0,,0.148
9.0,0.0,0.0,0.0,0.0,0.0,12.0,0,1,0.0,48,2.0,,0.05
4.0,6.0,0.0,4.0,3.0,3.0,14.0,0,0,0.0,70,1.0,0.0,0.05
4.0,6.0,4.0,2.0,3.0,2.0,0.0,0,0,7.0,49,0.0,0.457,0.231
7.0,3.0,3.0,2.0,2.0,1.0,0.0,0,0,11.0,317,0.0,0.0,0.97
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,109,6.0,,0.4
7.0,6.0,3.0,5.0,3.0,1.0,0.0,0,0,3.0,317,3.0,0.0,0.169
4.0,3.0,1.0,3.0,3.0,2.0,0.0,0,0,0.0,168,0.0,0.0,0.125
4.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,41,1.0,,0.183
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,56,0.0,,0.106
10.0,0.0,0.0,0.0,0.0,0.0,237.0,0,1,8.0,108,8.0,,0.908
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,66,3.0,,0.762
2.0,6.0,1.0,4.0,1.0,1.0,0.0,0,0,3.0,54,0.0,0.0,0.163
9.0,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0.0,48,2.0,,0.078
8.0,0.0,0.0,0.0,0.0,0.0,251.0,0,0,0.0,63,12.0,,0.143
4.0,5.0,1.0,3.0,6.0,2.0,0.0,0,0,2.0,58,0.0,0.0,1.0
6.0,6.0,3.0,4.0,7.0,1.0,8.0,0,0,0.0,27,1.0,0.0,0.333
8.0,0.0,0.0,0.0,0.0,0.0,2848.0,0,1,1.0,63,13.0,,0.936
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,90,0.0,,0.709
2.0,0.0,0.0,0.0,0.0,0.0,145.0,0,0,3.0,365,6.0,,0.645
2.0,0.0,0.0,0.0,0.0,0.0,965.0,0,1,7.0,46,31.0,,0.413
8.0,0.0,0.0,0.0,0.0,0.0,150.0,0,0,0.0,50,21.0,,0.256
4.0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,0.0,39,3.0,,0.065
8.0,0.0,0.0,0.0,0.0,0.0,1872.0,0,1,0.0,63,26.0,,0.893
8.0,6.0,1.0,3.0,3.0,1.0,0.0,0,0,0.0,70,0.0,0.0,0.098
8.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0.0,70,3.0,,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2.0,55,3.0,,0.89
2.0,8.0,6.0,2.0,3.0,1.0,64.0,0,1,0.0,56,5.0,0.0,0.138
8.0,0.0,0.0,0.0,0.0,0.0,6048.0,0,1,20.0,63,25.0,,1.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,63,3.0,,0.214
9.0,3.0,4.0,3.0,2.0,2.0,0.0,0,0,4.0,81,0.0,0.0,0.952
2.0,6.0,3.0,2.0,3.0,0.0,81.0,0,0,3.0,98,3.0,,0.056
2.0,0.0,0.0,0.0,0.0,0.0,1896.0,0,1,0.0,365,7.0,,0.242
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,55,7.0,,0.942
4.0,6.0,4.0,5.0,3.0,2.0,0.0,0,0,39.0,28,0.0,0.0,0.444
3.0,6.0,1.0,2.0,2.0,2.0,108.0,0,0,2.0,62,9.0,0.0,0.915
2.0,5.0,1.0,2.0,8.0,1.0,59.0,0,1,0.0,33,3.0,0.0,0.25
1.0,0.0,0.0,0.0,0.0,0.0,511.0,0,1,0.0,35,1.0,,0.122
2.0,0.0,0.0,0.0,0.0,0.0,101.0,0,0,0.0,46,8.0,,0.667
7.0,0.0,0.0,0.0,0.0,0.0,142.0,0,0,0.0,365,4.0,,0.933
8.0,0.0,0.0,0.0,0.0,0.0,1881.0,0,1,3.0,63,24.0,,0.957
4.0,8.0,4.0,2.0,2.0,1.0,246.0,0,0,0.0,49,8.0,0.0,0.058
2.0,6.0,3.0,6.0,7.0,1.0,245.0,0,1,8.0,55,9.0,0.0,0.92
8.0,2.0,3.0,3.0,2.0,2.0,83.0,0,0,0.0,55,6.0,0.0,0.25
7.0,3.0,1.0,4.0,1.0,1.0,0.0,0,0,0.0,69,0.0,0.0,0.075
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,42,0.0,,0.168
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,133,0.0,0.0,0.038
8.0,6.0,1.0,3.0,8.0,3.0,0.0,0,0,0.0,71,0.0,0.375,0.3
3.0,0.0,0.0,0.0,0.0,0.0,47.0,0,0,0.0,62,4.0,0.0,0.113
8.0,0.0,0.0,0.0,0.0,0.0,77.0,0,0,0.0,50,6.0,,0.205
1.0,2.0,4.0,5.0,1.0,3.0,0.0,0,0,0.0,36,0.0,0.0,1.0
6.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0.0,43,6.0,,1.0
8.0,0.0,0.0,0.0,0.0,0.0,5849.0,0,1,0.0,63,21.0,,1.0
4.0,1.0,4.0,4.0,3.0,2.0,0.0,0,0,3.0,35,0.0,0.0,0.25
8.0,6.0,1.0,3.0,3.0,1.0,3.0,0,0,0.0,70,1.0,0.0,0.196
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,66,3.0,,0.238
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,133,0.0,,0.177
9.0,6.0,4.0,6.0,2.0,1.0,0.0,0,0,0.0,42,0.0,0.0,0.628
6.0,0.0,0.0,0.0,0.0,0.0,185.0,0,0,0.0,43,6.0,,0.412
9.0,0.0,0.0,0.0,0.0,0.0,893.0,1,1,0.0,48,4.0,,0.933
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,54,0.0,,0.957
7.0,0.0,0.0,0.0,0.0,0.0,2597.0,1,1,1.0,55,11.0,,0.942
2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,0.0,41,10.0,,1.0
2.0,5.0,4.0,4.0,7.0,2.0,0.0,0,0,3.0,63,0.0,0.0,0.119
5.0,6.0,3.0,3.0,1.0,3.0,0.0,0,0,0.0,146,0.0,0.0,0.079
6.0,6.0,2.0,2.0,7.0,1.0,212.0,0,0,1.0,43,19.0,0.0,0.487
4.0,6.0,1.0,4.0,3.0,3.0,0.0,0,0,0.0,49,0.0,0.0,0.077
5.0,0.0,0.0,0.0,0.0,0.0,1055.0,1,1,9.0,47,0.0,,0.571
2.0,3.0,4.0,3.0,3.0,1.0,148.0,0,1,1.0,33,3.0,0.0,0.375
4.0,3.0,0.0,2.0,2.0,2.0,0.0,0,0,3.0,35,0.0,0.0,0.25
2.0,0.0,0.0,0.0,0.0,0.0,1003.0,1,1,7.0,35,14.0,,0.988
3.0,9.0,6.0,1.0,3.0,2.0,0.0,0,0,3.0,62,0.0,0.0,0.328
10.0,2.0,0.0,2.0,3.0,2.0,0.0,0,0,4.0,35,0.0,0.0,0.123
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,317,0.0,,0.831
8.0,6.0,1.0,3.0,1.0,2.0,0.0,0,0,0.0,70,0.0,0.0,0.804
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,70,0.0,,0.869
7.0,6.0,1.0,5.0,3.0,2.0,516.0,0,1,0.0,60,14.0,0.0,0.826
4.0,6.0,4.0,3.0,2.0,1.0,93.0,0,0,2.0,39,6.0,0.0,0.065
4.0,6.0,1.0,2.0,2.0,2.0,143.0,0,0,3.0,39,8.0,0.0,0.065
6.0,0.0,0.0,0.0,0.0,0.0,238.0,0,0,0.0,43,7.0,,0.013
10.0,6.0,0.0,3.0,7.0,2.0,0.0,0,0,0.0,35,0.0,0.0,0.025
8.0,0.0,0.0,0.0,0.0,0.0,17373.0,0,1,0.0,63,44.0,,1.0
5.0,0.0,0.0,0.0,0.0,0.0,51.0,1,1,0.0,146,3.0,0.2,0.336
4.0,0.0,0.0,0.0,0.0,0.0,1998.0,0,1,0.0,49,33.0,,0.921
5.0,0.0,0.0,0.0,0.0,0.0,672.0,1,1,0.0,146,23.0,,0.459
5.0,0.0,0.0,0.0,0.0,0.0,98.0,1,1,0.0,146,3.0,,0.079
8.0,0.0,0.0,0.0,0.0,0.0,45.0,0,0,0.0,50,2.0,,0.205
8.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,0.0,50,2.0,,0.026
2.0,0.0,0.0,0.0,0.0,0.0,357.0,1,1,0.0,363,2.0,,0.162
8.0,0.0,0.0,0.0,0.0,0.0,363.0,0,1,2.0,42,10.0,,0.045
5.0,3.0,6.0,3.0,0.0,0.0,0.0,0,0,0.0,133,0.0,,0.097
2.0,4.0,4.0,3.0,2.0,2.0,0.0,0,0,1.0,165,0.0,0.0,1.0
7.0,0.0,0.0,0.0,0.0,0.0,66.0,0,1,0.0,60,6.0,0.0,0.022
4.0,6.0,4.0,2.0,3.0,2.0,216.0,0,0,9.0,49,14.0,0.0,0.076
8.0,0.0,0.0,0.0,0.0,0.0,967.0,0,1,0.0,63,13.0,,0.971
8.0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,0.0,50,8.0,,0.205
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,34,1.0,,0.1
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,196,1.0,,0.036
10.0,0.0,0.0,0.0,0.0,0.0,2675.0,1,1,0.0,35,8.0,,0.558
8.0,6.0,4.0,3.0,8.0,3.0,0.0,0,0,25.0,70,0.0,0.0,1.0
2.0,6.0,4.0,2.0,3.0,2.0,71.0,0,1,2.0,33,2.0,0.0,0.468
